date,product,sales,promotion,holiday
2023-08-06,Paracetamol_500mg,65,0,0
2023-08-07,Paracetamol_500mg,57,0,0
2023-08-08,Paracetamol_500mg,72,0,0
2023-08-09,Paracetamol_500mg,73,0,0
2023-08-10,Paracetamol_500mg,57,0,0
2023-08-11,Paracetamol_500mg,57,0,0
2023-08-12,Paracetamol_500mg,60,0,0
2023-08-13,Paracetamol_500mg,64,0,0
2023-08-14,Paracetamol_500mg,58,0,0
2023-08-15,Paracetamol_500mg,63,0,0
2023-08-16,Paracetamol_500mg,59,0,0
2023-08-17,Paracetamol_500mg,65,0,0
2023-08-18,Paracetamol_500mg,67,0,0
2023-08-19,Paracetamol_500mg,49,0,0
2023-08-20,Paracetamol_500mg,47,0,0
2023-08-21,Paracetamol_500mg,57,0,0
2023-08-22,Paracetamol_500mg,58,0,0
2023-08-23,Paracetamol_500mg,70,0,0
2023-08-24,Paracetamol_500mg,64,0,0
2023-08-25,Paracetamol_500mg,54,0,0
2023-08-26,Paracetamol_500mg,58,0,0
2023-08-27,Paracetamol_500mg,57,0,0
2023-08-28,Paracetamol_500mg,58,0,0
2023-08-29,Paracetamol_500mg,62,0,0
2023-08-30,Paracetamol_500mg,62,0,0
2023-08-31,Paracetamol_500mg,62,0,0
2023-09-01,Paracetamol_500mg,67,0,0
2023-09-02,Paracetamol_500mg,51,0,0
2023-09-03,Paracetamol_500mg,57,0,0
2023-09-04,Paracetamol_500mg,57,0,0
2023-09-05,Paracetamol_500mg,74,0,0
2023-09-06,Paracetamol_500mg,66,0,0
2023-09-07,Paracetamol_500mg,67,0,0
2023-09-08,Paracetamol_500mg,64,0,0
2023-09-09,Paracetamol_500mg,63,0,0
2023-09-10,Paracetamol_500mg,48,0,0
2023-09-11,Paracetamol_500mg,66,0,0
2023-09-12,Paracetamol_500mg,64,0,0
2023-09-13,Paracetamol_500mg,74,0,0
2023-09-14,Paracetamol_500mg,68,0,0
2023-09-15,Paracetamol_500mg,63,0,0
2023-09-16,Paracetamol_500mg,51,0,0
2023-09-17,Paracetamol_500mg,60,0,0
2023-09-18,Paracetamol_500mg,57,0,0
2023-09-19,Paracetamol_500mg,52,0,0
2023-09-20,Paracetamol_500mg,61,0,0
2023-09-21,Paracetamol_500mg,57,0,0
2023-09-22,Paracetamol_500mg,54,0,0
2023-09-23,Paracetamol_500mg,58,0,0
2023-09-24,Paracetamol_500mg,58,0,0
2023-09-25,Paracetamol_500mg,50,0,0
2023-09-26,Paracetamol_500mg,58,0,0
2023-09-27,Paracetamol_500mg,61,0,0
2023-09-28,Paracetamol_500mg,64,0,0
2023-09-29,Paracetamol_500mg,65,0,0
2023-09-30,Paracetamol_500mg,64,0,0
2023-10-01,Paracetamol_500mg,52,0,0
2023-10-02,Paracetamol_500mg,52,0,0
2023-10-03,Paracetamol_500mg,72,0,0
2023-10-04,Paracetamol_500mg,61,0,0
2023-10-05,Paracetamol_500mg,68,0,0
2023-10-06,Paracetamol_500mg,62,0,0
2023-10-07,Paracetamol_500mg,45,0,0
2023-10-08,Paracetamol_500mg,53,0,0
2023-10-09,Paracetamol_500mg,53,0,0
2023-10-10,Paracetamol_500mg,60,0,0
2023-10-11,Paracetamol_500mg,60,0,0
2023-10-12,Paracetamol_500mg,59,0,0
2023-10-13,Paracetamol_500mg,60,0,0
2023-10-14,Paracetamol_500mg,52,0,0
2023-10-15,Paracetamol_500mg,62,0,0
2023-10-16,Paracetamol_500mg,67,0,0
2023-10-17,Paracetamol_500mg,71,0,0
2023-10-18,Paracetamol_500mg,57,0,0
2023-10-19,Paracetamol_500mg,69,0,0
2023-10-20,Paracetamol_500mg,56,0,0
2023-10-21,Paracetamol_500mg,51,0,0
2023-10-22,Paracetamol_500mg,58,0,0
2023-10-23,Paracetamol_500mg,61,0,0
2023-10-24,Paracetamol_500mg,56,0,0
2023-10-25,Paracetamol_500mg,69,0,0
2023-10-26,Paracetamol_500mg,56,0,0
2023-10-27,Paracetamol_500mg,53,0,0
2023-10-28,Paracetamol_500mg,62,0,0
2023-10-29,Paracetamol_500mg,41,0,0
2023-10-30,Paracetamol_500mg,62,0,0
2023-10-31,Paracetamol_500mg,71,0,0
2023-11-01,Paracetamol_500mg,75,0,0
2023-11-02,Paracetamol_500mg,63,0,0
2023-11-03,Paracetamol_500mg,80,1,0
2023-11-04,Paracetamol_500mg,69,1,0
2023-11-05,Paracetamol_500mg,69,1,0
2023-11-06,Paracetamol_500mg,87,1,0
2023-11-07,Paracetamol_500mg,78,1,0
2023-11-08,Paracetamol_500mg,84,1,0
2023-11-09,Paracetamol_500mg,80,1,0
2023-11-10,Paracetamol_500mg,67,1,0
2023-11-11,Paracetamol_500mg,70,1,0
2023-11-12,Paracetamol_500mg,47,0,0
2023-11-13,Paracetamol_500mg,74,0,0
2023-11-14,Paracetamol_500mg,67,0,0
2023-11-15,Paracetamol_500mg,75,0,0
2023-11-16,Paracetamol_500mg,79,1,0
2023-11-17,Paracetamol_500mg,78,1,0
2023-11-18,Paracetamol_500mg,64,1,0
2023-11-19,Paracetamol_500mg,52,0,0
2023-11-20,Paracetamol_500mg,67,0,0
2023-11-21,Paracetamol_500mg,71,0,0
2023-11-22,Paracetamol_500mg,75,0,0
2023-11-23,Paracetamol_500mg,53,0,0
2023-11-24,Paracetamol_500mg,68,0,0
2023-11-25,Paracetamol_500mg,60,0,0
2023-11-26,Paracetamol_500mg,52,0,0
2023-11-27,Paracetamol_500mg,59,0,0
2023-11-28,Paracetamol_500mg,78,0,0
2023-11-29,Paracetamol_500mg,66,0,0
2023-11-30,Paracetamol_500mg,59,0,0
2023-12-01,Paracetamol_500mg,66,0,0
2023-12-02,Paracetamol_500mg,50,0,0
2023-12-03,Paracetamol_500mg,68,0,0
2023-12-04,Paracetamol_500mg,66,0,0
2023-12-05,Paracetamol_500mg,57,0,0
2023-12-06,Paracetamol_500mg,69,0,0
2023-12-07,Paracetamol_500mg,64,0,0
2023-12-08,Paracetamol_500mg,69,0,0
2023-12-09,Paracetamol_500mg,60,0,0
2023-12-10,Paracetamol_500mg,66,0,0
2023-12-11,Paracetamol_500mg,71,1,0
2023-12-12,Paracetamol_500mg,89,1,0
2023-12-13,Paracetamol_500mg,81,1,0
2023-12-14,Paracetamol_500mg,58,0,0
2023-12-15,Paracetamol_500mg,65,0,0
2023-12-16,Paracetamol_500mg,70,0,0
2023-12-17,Paracetamol_500mg,63,0,0
2023-12-18,Paracetamol_500mg,70,0,0
2023-12-19,Paracetamol_500mg,65,0,0
2023-12-20,Paracetamol_500mg,75,0,0
2023-12-21,Paracetamol_500mg,67,0,0
2023-12-22,Paracetamol_500mg,80,0,0
2023-12-23,Paracetamol_500mg,56,0,0
2023-12-24,Paracetamol_500mg,69,0,0
2023-12-25,Paracetamol_500mg,64,0,0
2023-12-26,Paracetamol_500mg,70,0,0
2023-12-27,Paracetamol_500mg,83,0,0
2023-12-28,Paracetamol_500mg,74,0,0
2023-12-29,Paracetamol_500mg,70,0,0
2023-12-30,Paracetamol_500mg,65,0,0
2023-12-31,Paracetamol_500mg,55,0,0
2024-01-01,Paracetamol_500mg,67,0,0
2024-01-02,Paracetamol_500mg,85,1,0
2024-01-03,Paracetamol_500mg,82,1,0
2024-01-04,Paracetamol_500mg,86,1,0
2024-01-05,Paracetamol_500mg,66,1,0
2024-01-06,Paracetamol_500mg,77,1,0
2024-01-07,Paracetamol_500mg,78,1,0
2024-01-08,Paracetamol_500mg,81,1,0
2024-01-09,Paracetamol_500mg,88,1,0
2024-01-10,Paracetamol_500mg,65,0,0
2024-01-11,Paracetamol_500mg,72,0,0
2024-01-12,Paracetamol_500mg,74,0,0
2024-01-13,Paracetamol_500mg,69,0,0
2024-01-14,Paracetamol_500mg,73,0,0
2024-01-15,Paracetamol_500mg,74,0,0
2024-01-16,Paracetamol_500mg,76,0,0
2024-01-17,Paracetamol_500mg,80,0,0
2024-01-18,Paracetamol_500mg,75,0,0
2024-01-19,Paracetamol_500mg,75,0,0
2024-01-20,Paracetamol_500mg,69,0,0
2024-01-21,Paracetamol_500mg,56,0,0
2024-01-22,Paracetamol_500mg,65,0,0
2024-01-23,Paracetamol_500mg,73,0,0
2024-01-24,Paracetamol_500mg,78,0,0
2024-01-25,Paracetamol_500mg,68,0,0
2024-01-26,Paracetamol_500mg,78,0,0
2024-01-27,Paracetamol_500mg,59,0,0
2024-01-28,Paracetamol_500mg,57,0,0
2024-01-29,Paracetamol_500mg,74,0,0
2024-01-30,Paracetamol_500mg,74,0,0
2024-01-31,Paracetamol_500mg,66,0,0
2024-02-01,Paracetamol_500mg,64,0,0
2024-02-02,Paracetamol_500mg,72,0,0
2024-02-03,Paracetamol_500mg,59,0,0
2024-02-04,Paracetamol_500mg,78,1,0
2024-02-05,Paracetamol_500mg,78,1,0
2024-02-06,Paracetamol_500mg,92,1,0
2024-02-07,Paracetamol_500mg,86,1,0
2024-02-08,Paracetamol_500mg,80,1,0
2024-02-09,Paracetamol_500mg,73,1,0
2024-02-10,Paracetamol_500mg,79,1,0
2024-02-11,Paracetamol_500mg,92,1,0
2024-02-12,Paracetamol_500mg,71,0,0
2024-02-13,Paracetamol_500mg,67,0,0
2024-02-14,Paracetamol_500mg,82,0,0
2024-02-15,Paracetamol_500mg,84,0,0
2024-02-16,Paracetamol_500mg,78,0,0
2024-02-17,Paracetamol_500mg,74,0,0
2024-02-18,Paracetamol_500mg,68,0,0
2024-02-19,Paracetamol_500mg,87,1,0
2024-02-20,Paracetamol_500mg,92,1,0
2024-02-21,Paracetamol_500mg,92,1,0
2024-02-22,Paracetamol_500mg,79,1,0
2024-02-23,Paracetamol_500mg,96,1,0
2024-02-24,Paracetamol_500mg,86,1,0
2024-02-25,Paracetamol_500mg,80,1,0
2024-02-26,Paracetamol_500mg,87,1,0
2024-02-27,Paracetamol_500mg,82,0,0
2024-02-28,Paracetamol_500mg,81,0,0
2024-02-29,Paracetamol_500mg,65,0,0
2024-03-01,Paracetamol_500mg,65,0,0
2024-03-02,Paracetamol_500mg,70,0,0
2024-03-03,Paracetamol_500mg,72,0,0
2024-03-04,Paracetamol_500mg,69,0,0
2024-03-05,Paracetamol_500mg,84,0,0
2024-03-06,Paracetamol_500mg,77,0,0
2024-03-07,Paracetamol_500mg,86,0,0
2024-03-08,Paracetamol_500mg,65,0,0
2024-03-09,Paracetamol_500mg,68,0,0
2024-03-10,Paracetamol_500mg,76,0,0
2024-03-11,Paracetamol_500mg,75,0,0
2024-03-12,Paracetamol_500mg,76,0,0
2024-03-13,Paracetamol_500mg,85,0,0
2024-03-14,Paracetamol_500mg,79,0,0
2024-03-15,Paracetamol_500mg,71,0,0
2024-03-16,Paracetamol_500mg,66,0,0
2024-03-17,Paracetamol_500mg,73,0,0
2024-03-18,Paracetamol_500mg,67,0,0
2024-03-19,Paracetamol_500mg,75,0,0
2024-03-20,Paracetamol_500mg,67,0,0
2024-03-21,Paracetamol_500mg,102,1,0
2024-03-22,Paracetamol_500mg,95,1,0
2024-03-23,Paracetamol_500mg,73,1,0
2024-03-24,Paracetamol_500mg,87,1,0
2024-03-25,Paracetamol_500mg,89,1,0
2024-03-26,Paracetamol_500mg,93,1,0
2024-03-27,Paracetamol_500mg,70,0,0
2024-03-28,Paracetamol_500mg,86,0,0
2024-03-29,Paracetamol_500mg,63,0,0
2024-03-30,Paracetamol_500mg,57,0,0
2024-03-31,Paracetamol_500mg,70,0,0
2024-04-01,Paracetamol_500mg,75,0,0
2024-04-02,Paracetamol_500mg,72,0,0
2024-04-03,Paracetamol_500mg,77,0,0
2024-04-04,Paracetamol_500mg,73,0,0
2024-04-05,Paracetamol_500mg,71,0,0
2024-04-06,Paracetamol_500mg,73,0,0
2024-04-07,Paracetamol_500mg,72,0,0
2024-04-08,Paracetamol_500mg,71,0,0
2024-04-09,Paracetamol_500mg,70,0,0
2024-04-10,Paracetamol_500mg,79,0,0
2024-04-11,Paracetamol_500mg,65,0,0
2024-04-12,Paracetamol_500mg,72,0,0
2024-04-13,Paracetamol_500mg,66,0,0
2024-04-14,Paracetamol_500mg,61,0,0
2024-04-15,Paracetamol_500mg,66,0,0
2024-04-16,Paracetamol_500mg,83,0,0
2024-04-17,Paracetamol_500mg,76,0,0
2024-04-18,Paracetamol_500mg,73,0,0
2024-04-19,Paracetamol_500mg,69,0,0
2024-04-20,Paracetamol_500mg,69,0,0
2024-04-21,Paracetamol_500mg,66,0,0
2024-04-22,Paracetamol_500mg,69,0,0
2024-04-23,Paracetamol_500mg,81,0,0
2024-04-24,Paracetamol_500mg,76,0,0
2024-04-25,Paracetamol_500mg,76,0,0
2024-04-26,Paracetamol_500mg,64,0,0
2024-04-27,Paracetamol_500mg,72,0,0
2024-04-28,Paracetamol_500mg,76,0,0
2024-04-29,Paracetamol_500mg,80,0,0
2024-04-30,Paracetamol_500mg,69,0,0
2024-05-01,Paracetamol_500mg,79,0,0
2024-05-02,Paracetamol_500mg,77,0,0
2024-05-03,Paracetamol_500mg,63,0,0
2024-05-04,Paracetamol_500mg,65,0,0
2024-05-05,Paracetamol_500mg,70,0,0
2024-05-06,Paracetamol_500mg,81,0,0
2024-05-07,Paracetamol_500mg,80,0,0
2024-05-08,Paracetamol_500mg,86,0,0
2024-05-09,Paracetamol_500mg,74,0,0
2024-05-10,Paracetamol_500mg,67,0,0
2024-05-11,Paracetamol_500mg,77,0,0
2024-05-12,Paracetamol_500mg,72,0,0
2024-05-13,Paracetamol_500mg,71,0,0
2024-05-14,Paracetamol_500mg,75,0,0
2024-05-15,Paracetamol_500mg,83,0,0
2024-05-16,Paracetamol_500mg,72,0,0
2024-05-17,Paracetamol_500mg,78,0,0
2024-05-18,Paracetamol_500mg,72,0,0
2024-05-19,Paracetamol_500mg,66,0,0
2024-05-20,Paracetamol_500mg,69,0,0
2024-05-21,Paracetamol_500mg,89,0,0
2024-05-22,Paracetamol_500mg,83,0,0
2024-05-23,Paracetamol_500mg,76,0,0
2024-05-24,Paracetamol_500mg,76,0,0
2024-05-25,Paracetamol_500mg,65,0,0
2024-05-26,Paracetamol_500mg,67,0,0
2024-05-27,Paracetamol_500mg,72,0,0
2024-05-28,Paracetamol_500mg,73,0,0
2024-05-29,Paracetamol_500mg,80,0,0
2024-05-30,Paracetamol_500mg,69,0,0
2024-05-31,Paracetamol_500mg,58,0,0
2024-06-01,Paracetamol_500mg,74,0,0
2024-06-02,Paracetamol_500mg,69,0,0
2024-06-03,Paracetamol_500mg,74,0,0
2024-06-04,Paracetamol_500mg,71,0,0
2024-06-05,Paracetamol_500mg,73,0,0
2024-06-06,Paracetamol_500mg,69,0,0
2024-06-07,Paracetamol_500mg,68,0,0
2024-06-08,Paracetamol_500mg,73,0,0
2024-06-09,Paracetamol_500mg,68,0,0
2024-06-10,Paracetamol_500mg,82,1,0
2024-06-11,Paracetamol_500mg,88,1,0
2024-06-12,Paracetamol_500mg,78,1,0
2024-06-13,Paracetamol_500mg,94,1,0
2024-06-14,Paracetamol_500mg,72,0,0
2024-06-15,Paracetamol_500mg,68,0,0
2024-06-16,Paracetamol_500mg,57,0,0
2024-06-17,Paracetamol_500mg,62,0,0
2024-06-18,Paracetamol_500mg,73,0,0
2024-06-19,Paracetamol_500mg,78,0,0
2024-06-20,Paracetamol_500mg,66,0,0
2024-06-21,Paracetamol_500mg,67,0,0
2024-06-22,Paracetamol_500mg,53,0,0
2024-06-23,Paracetamol_500mg,52,0,0
2024-06-24,Paracetamol_500mg,69,0,0
2024-06-25,Paracetamol_500mg,64,0,0
2024-06-26,Paracetamol_500mg,79,0,0
2024-06-27,Paracetamol_500mg,65,0,0
2024-06-28,Paracetamol_500mg,64,0,0
2024-06-29,Paracetamol_500mg,57,0,0
2024-06-30,Paracetamol_500mg,64,0,0
2024-07-01,Paracetamol_500mg,71,0,0
2024-07-02,Paracetamol_500mg,67,0,0
2024-07-03,Paracetamol_500mg,73,0,0
2024-07-04,Paracetamol_500mg,64,0,0
2024-07-05,Paracetamol_500mg,69,0,0
2024-07-06,Paracetamol_500mg,70,0,0
2024-07-07,Paracetamol_500mg,60,0,0
2024-07-08,Paracetamol_500mg,81,0,0
2024-07-09,Paracetamol_500mg,86,1,0
2024-07-10,Paracetamol_500mg,100,1,0
2024-07-11,Paracetamol_500mg,85,1,0
2024-07-12,Paracetamol_500mg,77,1,0
2024-07-13,Paracetamol_500mg,62,0,0
2024-07-14,Paracetamol_500mg,71,0,0
2024-07-15,Paracetamol_500mg,66,0,0
2024-07-16,Paracetamol_500mg,74,0,0
2024-07-17,Paracetamol_500mg,78,0,0
2024-07-18,Paracetamol_500mg,76,0,0
2024-07-19,Paracetamol_500mg,76,0,0
2024-07-20,Paracetamol_500mg,62,0,0
2024-07-21,Paracetamol_500mg,68,0,0
2024-07-22,Paracetamol_500mg,54,0,0
2024-07-23,Paracetamol_500mg,59,0,0
2024-07-24,Paracetamol_500mg,54,0,0
2024-07-25,Paracetamol_500mg,68,0,0
2024-07-26,Paracetamol_500mg,69,0,0
2024-07-27,Paracetamol_500mg,70,0,0
2024-07-28,Paracetamol_500mg,61,0,0
2024-07-29,Paracetamol_500mg,70,0,0
2024-07-30,Paracetamol_500mg,72,0,0
2024-07-31,Paracetamol_500mg,74,0,0
2024-08-01,Paracetamol_500mg,62,0,0
2024-08-02,Paracetamol_500mg,65,0,0
2024-08-03,Paracetamol_500mg,68,0,0
2024-08-04,Paracetamol_500mg,63,0,0
2024-08-05,Paracetamol_500mg,71,1,0
2024-08-06,Paracetamol_500mg,77,1,0
2024-08-07,Paracetamol_500mg,85,1,0
2024-08-08,Paracetamol_500mg,85,1,0
2024-08-09,Paracetamol_500mg,75,1,0
2024-08-10,Paracetamol_500mg,81,1,0
2024-08-11,Paracetamol_500mg,67,0,0
2024-08-12,Paracetamol_500mg,67,0,0
2024-08-13,Paracetamol_500mg,73,0,0
2024-08-14,Paracetamol_500mg,75,0,0
2024-08-15,Paracetamol_500mg,72,0,0
2024-08-16,Paracetamol_500mg,74,0,0
2024-08-17,Paracetamol_500mg,65,0,0
2024-08-18,Paracetamol_500mg,61,0,0
2024-08-19,Paracetamol_500mg,68,0,0
2024-08-20,Paracetamol_500mg,77,0,0
2024-08-21,Paracetamol_500mg,68,0,0
2024-08-22,Paracetamol_500mg,78,0,0
2024-08-23,Paracetamol_500mg,74,0,0
2024-08-24,Paracetamol_500mg,67,0,0
2024-08-25,Paracetamol_500mg,57,0,0
2024-08-26,Paracetamol_500mg,78,0,0
2024-08-27,Paracetamol_500mg,68,0,0
2024-08-28,Paracetamol_500mg,77,0,0
2024-08-29,Paracetamol_500mg,74,0,0
2024-08-30,Paracetamol_500mg,58,0,0
2024-08-31,Paracetamol_500mg,69,0,0
2024-09-01,Paracetamol_500mg,57,0,0
2024-09-02,Paracetamol_500mg,67,0,0
2024-09-03,Paracetamol_500mg,57,0,0
2024-09-04,Paracetamol_500mg,72,0,0
2024-09-05,Paracetamol_500mg,60,0,0
2024-09-06,Paracetamol_500mg,60,0,0
2024-09-07,Paracetamol_500mg,50,0,0
2024-09-08,Paracetamol_500mg,72,0,0
2024-09-09,Paracetamol_500mg,67,0,0
2024-09-10,Paracetamol_500mg,73,0,0
2024-09-11,Paracetamol_500mg,70,0,0
2024-09-12,Paracetamol_500mg,57,0,0
2024-09-13,Paracetamol_500mg,66,0,0
2024-09-14,Paracetamol_500mg,59,0,0
2024-09-15,Paracetamol_500mg,57,0,0
2024-09-16,Paracetamol_500mg,77,1,0
2024-09-17,Paracetamol_500mg,89,1,0
2024-09-18,Paracetamol_500mg,80,1,0
2024-09-19,Paracetamol_500mg,82,1,0
2024-09-20,Paracetamol_500mg,79,1,0
2024-09-21,Paracetamol_500mg,73,1,0
2024-09-22,Paracetamol_500mg,82,1,0
2024-09-23,Paracetamol_500mg,78,1,0
2024-09-24,Paracetamol_500mg,79,1,0
2024-09-25,Paracetamol_500mg,90,1,0
2024-09-26,Paracetamol_500mg,94,1,0
2024-09-27,Paracetamol_500mg,64,1,0
2024-09-28,Paracetamol_500mg,64,1,0
2024-09-29,Paracetamol_500mg,71,1,0
2024-09-30,Paracetamol_500mg,89,1,0
2024-10-01,Paracetamol_500mg,81,1,0
2024-10-02,Paracetamol_500mg,75,1,0
2024-10-03,Paracetamol_500mg,87,1,0
2024-10-04,Paracetamol_500mg,97,1,0
2024-10-05,Paracetamol_500mg,54,0,0
2024-10-06,Paracetamol_500mg,60,0,0
2024-10-07,Paracetamol_500mg,72,0,0
2024-10-08,Paracetamol_500mg,61,0,0
2024-10-09,Paracetamol_500mg,76,0,0
2024-10-10,Paracetamol_500mg,64,0,0
2024-10-11,Paracetamol_500mg,68,0,0
2024-10-12,Paracetamol_500mg,71,0,0
2024-10-13,Paracetamol_500mg,53,0,0
2024-10-14,Paracetamol_500mg,60,0,0
2024-10-15,Paracetamol_500mg,79,0,0
2024-10-16,Paracetamol_500mg,57,0,0
2024-10-17,Paracetamol_500mg,76,0,0
2024-10-18,Paracetamol_500mg,52,0,0
2024-10-19,Paracetamol_500mg,67,0,0
2024-10-20,Paracetamol_500mg,52,0,0
2024-10-21,Paracetamol_500mg,52,0,0
2024-10-22,Paracetamol_500mg,67,0,0
2024-10-23,Paracetamol_500mg,62,0,0
2024-10-24,Paracetamol_500mg,76,0,0
2024-10-25,Paracetamol_500mg,72,0,0
2024-10-26,Paracetamol_500mg,54,0,0
2024-10-27,Paracetamol_500mg,67,0,0
2024-10-28,Paracetamol_500mg,61,0,0
2024-10-29,Paracetamol_500mg,65,0,0
2024-10-30,Paracetamol_500mg,85,1,0
2024-10-31,Paracetamol_500mg,85,1,0
2024-11-01,Paracetamol_500mg,83,1,0
2024-11-02,Paracetamol_500mg,74,1,0
2024-11-03,Paracetamol_500mg,82,1,0
2024-11-04,Paracetamol_500mg,74,1,0
2024-11-05,Paracetamol_500mg,92,1,0
2024-11-06,Paracetamol_500mg,87,1,0
2024-11-07,Paracetamol_500mg,92,1,0
2024-11-08,Paracetamol_500mg,62,0,0
2024-11-09,Paracetamol_500mg,52,0,0
2024-11-10,Paracetamol_500mg,64,0,0
2024-11-11,Paracetamol_500mg,74,0,0
2024-11-12,Paracetamol_500mg,74,0,0
2024-11-13,Paracetamol_500mg,67,0,0
2024-11-14,Paracetamol_500mg,58,0,0
2024-11-15,Paracetamol_500mg,65,0,0
2024-11-16,Paracetamol_500mg,60,0,0
2024-11-17,Paracetamol_500mg,67,0,0
2024-11-18,Paracetamol_500mg,75,0,0
2024-11-19,Paracetamol_500mg,63,0,0
2024-11-20,Paracetamol_500mg,67,0,0
2024-11-21,Paracetamol_500mg,64,0,0
2024-11-22,Paracetamol_500mg,65,0,0
2024-11-23,Paracetamol_500mg,67,0,0
2024-11-24,Paracetamol_500mg,71,0,0
2024-11-25,Paracetamol_500mg,59,0,0
2024-11-26,Paracetamol_500mg,80,0,0
2024-11-27,Paracetamol_500mg,73,0,0
2024-11-28,Paracetamol_500mg,64,0,0
2024-11-29,Paracetamol_500mg,54,0,0
2024-11-30,Paracetamol_500mg,63,0,0
2022-01-01,Vitamin_C,44,0,0
2022-01-02,Vitamin_C,48,0,0
2022-01-03,Vitamin_C,51,0,0
2022-01-04,Vitamin_C,52,0,0
2022-01-05,Vitamin_C,56,0,0
2022-01-06,Vitamin_C,52,0,0
2022-01-07,Vitamin_C,51,0,0
2022-01-08,Vitamin_C,45,0,0
2022-01-09,Vitamin_C,43,0,0
2022-01-10,Vitamin_C,52,0,0
2022-01-11,Vitamin_C,56,0,0
2022-01-12,Vitamin_C,53,0,0
2022-01-13,Vitamin_C,56,0,0
2022-01-14,Vitamin_C,51,0,0
2022-01-15,Vitamin_C,44,0,0
2022-01-16,Vitamin_C,46,0,0
2022-01-17,Vitamin_C,51,0,0
2022-01-18,Vitamin_C,53,0,0
2022-01-19,Vitamin_C,59,0,0
2022-01-20,Vitamin_C,54,0,0
2022-01-21,Vitamin_C,46,0,0
2022-01-22,Vitamin_C,45,0,0
2022-01-23,Vitamin_C,52,0,0
2022-01-24,Vitamin_C,57,0,0
2022-01-25,Vitamin_C,58,0,0
2022-01-26,Vitamin_C,57,0,0
2022-01-27,Vitamin_C,53,0,0
2022-01-28,Vitamin_C,52,0,0
2022-01-29,Vitamin_C,48,0,0
2022-01-30,Vitamin_C,44,0,0
2022-01-31,Vitamin_C,56,0,0
2022-02-01,Vitamin_C,61,0,0
2022-02-02,Vitamin_C,60,0,0
2022-02-03,Vitamin_C,52,0,0
2022-02-04,Vitamin_C,49,0,0
2022-02-05,Vitamin_C,43,0,0
2022-02-06,Vitamin_C,54,0,0
2022-02-07,Vitamin_C,52,0,0
2022-02-08,Vitamin_C,64,0,0
2022-02-09,Vitamin_C,87,1,0
2022-02-10,Vitamin_C,68,1,0
2022-02-11,Vitamin_C,58,1,0
2022-02-12,Vitamin_C,64,1,0
2022-02-13,Vitamin_C,45,0,0
2022-02-14,Vitamin_C,53,0,0
2022-02-15,Vitamin_C,56,0,0
2022-02-16,Vitamin_C,64,0,0
2022-02-17,Vitamin_C,57,0,0
2022-02-18,Vitamin_C,51,0,0
2022-02-19,Vitamin_C,47,0,0
2022-02-20,Vitamin_C,53,0,0
2022-02-21,Vitamin_C,53,0,0
2022-02-22,Vitamin_C,58,0,0
2022-02-23,Vitamin_C,57,0,0
2022-02-24,Vitamin_C,52,0,0
2022-02-25,Vitamin_C,49,0,0
2022-02-26,Vitamin_C,48,0,0
2022-02-27,Vitamin_C,50,0,0
2022-02-28,Vitamin_C,54,0,0
2022-03-01,Vitamin_C,58,0,0
2022-03-02,Vitamin_C,58,0,0
2022-03-03,Vitamin_C,61,0,0
2022-03-04,Vitamin_C,56,0,0
2022-03-05,Vitamin_C,50,0,0
2022-03-06,Vitamin_C,52,0,0
2022-03-07,Vitamin_C,54,0,0
2022-03-08,Vitamin_C,51,0,0
2022-03-09,Vitamin_C,60,0,0
2022-03-10,Vitamin_C,58,0,0
2022-03-11,Vitamin_C,60,1,0
2022-03-12,Vitamin_C,65,1,0
2022-03-13,Vitamin_C,68,1,0
2022-03-14,Vitamin_C,56,0,0
2022-03-15,Vitamin_C,59,0,0
2022-03-16,Vitamin_C,64,0,0
2022-03-17,Vitamin_C,58,0,0
2022-03-18,Vitamin_C,56,0,0
2022-03-19,Vitamin_C,54,0,0
2022-03-20,Vitamin_C,48,0,0
2022-03-21,Vitamin_C,53,0,0
2022-03-22,Vitamin_C,61,0,0
2022-03-23,Vitamin_C,59,0,0
2022-03-24,Vitamin_C,57,0,0
2022-03-25,Vitamin_C,57,0,0
2022-03-26,Vitamin_C,50,0,0
2022-03-27,Vitamin_C,49,0,0
2022-03-28,Vitamin_C,53,0,0
2022-03-29,Vitamin_C,66,0,0
2022-03-30,Vitamin_C,60,0,0
2022-03-31,Vitamin_C,54,0,0
2022-04-01,Vitamin_C,64,1,0
2022-04-02,Vitamin_C,66,1,0
2022-04-03,Vitamin_C,76,1,0
2022-04-04,Vitamin_C,80,1,0
2022-04-05,Vitamin_C,62,0,0
2022-04-06,Vitamin_C,61,0,0
2022-04-07,Vitamin_C,57,0,0
2022-04-08,Vitamin_C,55,0,0
2022-04-09,Vitamin_C,46,0,0
2022-04-10,Vitamin_C,58,0,0
2022-04-11,Vitamin_C,58,0,0
2022-04-12,Vitamin_C,62,0,0
2022-04-13,Vitamin_C,57,0,0
2022-04-14,Vitamin_C,62,0,0
2022-04-15,Vitamin_C,52,0,0
2022-04-16,Vitamin_C,48,0,0
2022-04-17,Vitamin_C,52,0,0
2022-04-18,Vitamin_C,56,0,0
2022-04-19,Vitamin_C,56,0,0
2022-04-20,Vitamin_C,58,0,0
2022-04-21,Vitamin_C,55,0,0
2022-04-22,Vitamin_C,69,1,0
2022-04-23,Vitamin_C,61,1,0
