date,product,temperature,holiday,outbreak,sales
2022-09-20,Antibiotic_A,9.53103943369049,0,0,36
2022-09-20,Sunscreen,9.53103943369049,0,0,30
2022-09-20,Travel_Antidiarrheal,9.53103943369049,0,0,30
2022-09-21,ORS_Solution,10.154118189481693,0,0,49
2022-09-21,Paracetamol_500mg,10.154118189481693,0,0,37
2022-09-21,Antibiotic_A,10.154118189481693,0,0,28
2022-09-21,Sunscreen,10.154118189481693,0,0,13
2022-09-21,Travel_Antidiarrheal,10.154118189481693,0,0,13
2022-09-22,ORS_Solution,11.008947593180183,0,0,53
2022-09-22,Paracetamol_500mg,11.008947593180183,0,0,40
2022-09-22,Antibiotic_A,11.008947593180183,0,0,29
2022-09-22,Sunscreen,11.008947593180183,0,0,20
2022-09-22,Travel_Antidiarrheal,11.008947593180183,0,0,20
2022-09-23,ORS_Solution,10.17161746523715,0,0,53
2022-09-23,Paracetamol_500mg,10.17161746523715,0,0,35
2022-09-23,Antibiotic_A,10.17161746523715,0,0,28
2022-09-23,Sunscreen,10.17161746523715,0,0,24
2022-09-23,Travel_Antidiarrheal,10.17161746523715,0,0,24
2022-09-24,ORS_Solution,12.852375833211003,1,0,71
2022-09-24,Paracetamol_500mg,12.852375833211003,1,0,41
2022-09-24,Antibiotic_A,12.852375833211003,1,0,22
2022-09-24,Sunscreen,12.852375833211003,1,0,13
2022-09-24,Travel_Antidiarrheal,12.852375833211003,1,0,13
2022-09-25,ORS_Solution,11.25797754170376,1,0,66
2022-09-25,Paracetamol_500mg,11.25797754170376,1,0,36
2022-09-25,Antibiotic_A,11.25797754170376,1,0,26
2022-09-25,Sunscreen,11.25797754170376,1,0,17
2022-09-25,Travel_Antidiarrheal,11.25797754170376,1,0,17
2022-09-26,ORS_Solution,8.441069573070811,0,0,48
2022-09-26,Paracetamol_500mg,8.441069573070811,0,0,33
2022-09-26,Antibiotic_A,8.441069573070811,0,0,20
2022-09-26,Sunscreen,8.441069573070811,0,0,16
2022-09-26,Travel_Antidiarrheal,8.441069573070811,0,0,16
2022-09-27,ORS_Solution,12.663436455892104,0,0,62
2022-09-27,Paracetamol_500mg,12.663436455892104,0,0,35
2022-09-27,Antibiotic_A,12.663436455892104,0,0,22
2022-09-27,Sunscreen,12.663436455892104,0,0,24
2022-09-27,Travel_Antidiarrheal,12.663436455892104,0,0,24
2022-09-28,ORS_Solution,7.588858985588102,0,0,48
2022-09-28,Paracetamol_500mg,7.588858985588102,0,0,40
2022-09-28,Antibiotic_A,7.588858985588102,0,0,22
2022-09-28,Sunscreen,7.588858985588102,0,0,17
2022-09-28,Travel_Antidiarrheal,7.588858985588102,0,0,17
2022-09-29,ORS_Solution,11.37717410703983,0,0,53
2022-09-29,Paracetamol_500mg,11.37717410703983,0,0,44
2022-09-29,Antibiotic_A,11.37717410703983,0,0,32
2022-09-29,Sunscreen,11.37717410703983,0,0,18
2022-09-29,Travel_Antidiarrheal,11.37717410703983,0,0,18
2022-09-30,ORS_Solution,12.82293521557107,0,0,53
2022-09-30,Paracetamol_500mg,12.82293521557107,0,0,37
2022-09-30,Antibiotic_A,12.82293521557107,0,0,13
2022-09-30,Sunscreen,12.82293521557107,0,0,24
2022-09-30,Travel_Antidiarrheal,12.82293521557107,0,0,24
2022-10-01,ORS_Solution,9.158569015275992,1,0,45
2022-10-01,Paracetamol_500mg,9.158569015275992,1,0,41
2022-10-01,Antibiotic_A,9.158569015275992,1,0,31
2022-10-01,Sunscreen,9.158569015275992,1,0,25
2022-10-01,Travel_Antidiarrheal,9.158569015275992,1,0,25
2022-10-02,ORS_Solution,8.856570801125594,1,0,49
2022-10-02,Paracetamol_500mg,8.856570801125594,1,0,45
2022-10-02,Antibiotic_A,8.856570801125594,1,0,16
2022-10-02,Sunscreen,8.856570801125594,1,0,14
2022-10-02,Travel_Antidiarrheal,8.856570801125594,1,0,14
2022-10-03,ORS_Solution,7.835849629832794,0,0,49
2022-10-03,Paracetamol_500mg,7.835849629832794,0,0,30
2022-10-03,Antibiotic_A,7.835849629832794,0,0,32
2022-10-03,Sunscreen,7.835849629832794,0,0,22
2022-10-03,Travel_Antidiarrheal,7.835849629832794,0,0,22
2022-10-04,ORS_Solution,9.095118985277711,0,0,42
2022-10-04,Paracetamol_500mg,9.095118985277711,0,0,51
2022-10-04,Antibiotic_A,9.095118985277711,0,0,20
2022-10-04,Sunscreen,9.095118985277711,0,0,15
2022-10-04,Travel_Antidiarrheal,9.095118985277711,0,0,15
2022-10-05,ORS_Solution,11.071778479449959,0,0,54
2022-10-05,Paracetamol_500mg,11.071778479449959,0,0,51
2022-10-05,Antibiotic_A,11.071778479449959,0,0,28
2022-10-05,Sunscreen,11.071778479449959,0,0,12
2022-10-05,Travel_Antidiarrheal,11.071778479449959,0,0,12
2022-10-06,ORS_Solution,12.144705273974045,0,0,49
2022-10-06,Paracetamol_500mg,12.144705273974045,0,0,36
2022-10-06,Antibiotic_A,12.144705273974045,0,0,32
2022-10-06,Sunscreen,12.144705273974045,0,0,24
2022-10-06,Travel_Antidiarrheal,12.144705273974045,0,0,24
2022-10-07,ORS_Solution,9.909398973961698,0,0,55
2022-10-07,Paracetamol_500mg,9.909398973961698,0,0,47
2022-10-07,Antibiotic_A,9.909398973961698,0,0,22
2022-10-07,Sunscreen,9.909398973961698,0,0,13
2022-10-07,Travel_Antidiarrheal,9.909398973961698,0,0,13
2022-10-08,ORS_Solution,12.194191999708492,1,0,69
2022-10-08,Paracetamol_500mg,12.194191999708492,1,0,45
2022-10-08,Antibiotic_A,12.194191999708492,1,0,27
2022-10-08,Sunscreen,12.194191999708492,1,0,23
2022-10-08,Travel_Antidiarrheal,12.194191999708492,1,0,23
2022-10-09,ORS_Solution,11.798879270612757,1,0,62
2022-10-09,Paracetamol_500mg,11.798879270612757,1,0,39
2022-10-09,Antibiotic_A,11.798879270612757,1,0,19
2022-10-09,Sunscreen,11.798879270612757,1,0,18
2022-10-09,Travel_Antidiarrheal,11.798879270612757,1,0,18
2022-10-10,ORS_Solution,11.907271903099709,0,0,56
2022-10-10,Paracetamol_500mg,11.907271903099709,0,0,44
2022-10-10,Antibiotic_A,11.907271903099709,0,0,26
2022-10-10,Sunscreen,11.907271903099709,0,0,23
2022-10-10,Travel_Antidiarrheal,11.907271903099709,0,0,23
2022-10-11,ORS_Solution,10.997207721257857,0,0,54
2022-10-11,Paracetamol_500mg,10.997207721257857,0,0,35
2022-10-11,Antibiotic_A,10.997207721257857,0,0,22
2022-10-11,Sunscreen,10.997207721257857,0,0,14
2022-10-11,Travel_Antidiarrheal,10.997207721257857,0,0,14
2022-10-12,ORS_Solution,10.940083327562155,0,0,55
2022-10-12,Paracetamol_500mg,10.940083327562155,0,0,34
2022-10-12,Antibiotic_A,10.940083327562155,0,0,32
2022-10-12,Sunscreen,10.940083327562155,0,0,18
2022-10-12,Travel_Antidiarrheal,10.940083327562155,0,0,18
2022-10-13,ORS_Solution,10.508293519627935,0,0,42
2022-10-13,Paracetamol_500mg,10.508293519627935,0,0,43
2022-10-13,Antibiotic_A,10.508293519627935,0,0,25
2022-10-13,Sunscreen,10.508293519627935,0,0,27
2022-10-13,Travel_Antidiarrheal,10.508293519627935,0,0,27
2022-10-14,ORS_Solution,9.187392522171198,0,0,39
2022-10-14,Paracetamol_500mg,9.187392522171198,0,0,31
2022-10-14,Antibiotic_A,9.187392522171198,0,0,30
2022-10-14,Sunscreen,9.187392522171198,0,0,20
2022-10-14,Travel_Antidiarrheal,9.187392522171198,0,0,20
2022-10-15,ORS_Solution,11.30292625382002,1,0,68
2022-10-15,Paracetamol_500mg,11.30292625382002,1,0,51
2022-10-15,Antibiotic_A,11.30292625382002,1,0,24
2022-10-15,Sunscreen,11.30292625382002,1,0,15
2022-10-15,Travel_Antidiarrheal,11.30292625382002,1,0,15
2022-10-16,ORS_Solution,11.03017638655122,1,0,61
2022-10-16,Paracetamol_500mg,11.03017638655122,1,0,40
2022-10-16,Antibiotic_A,11.03017638655122,1,0,23
2022-10-16,Sunscreen,11.03017638655122,1,0,27
2022-10-16,Travel_Antidiarrheal,11.03017638655122,1,0,27
2022-10-17,ORS_Solution,9.161980536240426,0,0,45
2022-10-17,Paracetamol_500mg,9.161980536240426,0,0,53
2022-10-17,Antibiotic_A,9.161980536240426,0,0,26
2022-10-17,Sunscreen,9.161980536240426,0,0,12
2022-10-17,Travel_Antidiarrheal,9.161980536240426,0,0,12
2022-10-18,ORS_Solution,8.593932107830314,0,0,42
2022-10-18,Paracetamol_500mg,8.593932107830314,0,0,41
2022-10-18,Antibiotic_A,8.593932107830314,0,0,26
2022-10-18,Sunscreen,8.593932107830314,0,0,17
2022-10-18,Travel_Antidiarrheal,8.593932107830314,0,0,17
2022-10-19,ORS_Solution,9.946124616396357,0,0,58
2022-10-19,Paracetamol_500mg,9.946124616396357,0,0,50
2022-10-19,Antibiotic_A,9.946124616396357,0,0,31
2022-10-19,Sunscreen,9.946124616396357,0,0,25
2022-10-19,Travel_Antidiarrheal,9.946124616396357,0,0,25
2022-10-20,ORS_Solution,7.394077186862525,0,0,49
2022-10-20,Paracetamol_500mg,7.394077186862525,0,0,45
2022-10-20,Antibiotic_A,7.394077186862525,0,0,21
2022-10-20,Sunscreen,7.394077186862525,0,0,18
2022-10-20,Travel_Antidiarrheal,7.394077186862525,0,0,18
2022-10-21,ORS_Solution,11.155026319231624,0,0,60
2022-10-21,Paracetamol_500mg,11.155026319231624,0,0,45
2022-10-21,Antibiotic_A,11.155026319231624,0,0,20
2022-10-21,Sunscreen,11.155026319231624,0,0,22
2022-10-21,Travel_Antidiarrheal,11.155026319231624,0,0,22
2022-10-22,ORS_Solution,11.805742595199037,1,0,63
2022-10-22,Paracetamol_500mg,11.805742595199037,1,0,48
2022-10-22,Antibiotic_A,11.805742595199037,1,0,26
2022-10-22,Sunscreen,11.805742595199037,1,0,19
2022-10-22,Travel_Antidiarrheal,11.805742595199037,1,0,19
2022-10-23,ORS_Solution,10.375874648402363,1,0,61
2022-10-23,Paracetamol_500mg,10.375874648402363,1,0,37
2022-10-23,Antibiotic_A,10.375874648402363,1,0,34
2022-10-23,Sunscreen,10.375874648402363,1,0,26
2022-10-23,Travel_Antidiarrheal,10.375874648402363,1,0,26
2022-10-24,ORS_Solution,8.205761732622417,0,0,49
2022-10-24,Paracetamol_500mg,8.205761732622417,0,0,35
2022-10-24,Antibiotic_A,8.205761732622417,0,0,29
2022-10-24,Sunscreen,8.205761732622417,0,0,16
2022-10-24,Travel_Antidiarrheal,8.205761732622417,0,0,16
2022-10-25,ORS_Solution,9.477638013514145,0,0,44
2022-10-25,Paracetamol_500mg,9.477638013514145,0,0,33
2022-10-25,Antibiotic_A,9.477638013514145,0,0,28
2022-10-25,Sunscreen,9.477638013514145,0,0,27
2022-10-25,Travel_Antidiarrheal,9.477638013514145,0,0,27
2022-10-26,ORS_Solution,9.769755389233552,0,0,50
2022-10-26,Paracetamol_500mg,9.769755389233552,0,0,43
2022-10-26,Antibiotic_A,9.769755389233552,0,0,30
2022-10-26,Sunscreen,9.769755389233552,0,0,20
2022-10-26,Travel_Antidiarrheal,9.769755389233552,0,0,20
2022-10-27,ORS_Solution,14.427565695111626,0,0,57
2022-10-27,Paracetamol_500mg,14.427565695111626,0,0,35
2022-10-27,Antibiotic_A,14.427565695111626,0,0,30
2022-10-27,Sunscreen,14.427565695111626,0,0,23
2022-10-27,Travel_Antidiarrheal,14.427565695111626,0,0,23
2022-10-28,ORS_Solution,10.618453787714975,0,0,58
2022-10-28,Paracetamol_500mg,10.618453787714975,0,0,29
2022-10-28,Antibiotic_A,10.618453787714975,0,0,32
2022-10-28,Sunscreen,10.618453787714975,0,0,17
2022-10-28,Travel_Antidiarrheal,10.618453787714975,0,0,17
2022-10-29,ORS_Solution,12.878500674525966,1,0,63
2022-10-29,Paracetamol_500mg,12.878500674525966,1,0,39
2022-10-29,Antibiotic_A,12.878500674525966,1,0,30
2022-10-29,Sunscreen,12.878500674525966,1,0,19
2022-10-29,Travel_Antidiarrheal,12.878500674525966,1,0,19
2022-10-30,ORS_Solution,11.745203633968123,1,0,61
2022-10-30,Paracetamol_500mg,11.745203633968123,1,0,53
2022-10-30,Antibiotic_A,11.745203633968123,1,0,21
2022-10-30,Sunscreen,11.745203633968123,1,0,22
2022-10-30,Travel_Antidiarrheal,11.745203633968123,1,0,22
2022-10-31,ORS_Solution,9.247716873130267,0,0,49
2022-10-31,Paracetamol_500mg,9.247716873130267,0,0,41
2022-10-31,Antibiotic_A,9.247716873130267,0,0,22
2022-10-31,Sunscreen,9.247716873130267,0,0,15
2022-10-31,Travel_Antidiarrheal,9.247716873130267,0,0,15
2022-11-01,ORS_Solution,17.31054926785942,0,0,70
2022-11-01,Paracetamol_500mg,17.31054926785942,0,0,29
2022-11-01,Antibiotic_A,17.31054926785942,0,0,25
2022-11-01,Sunscreen,17.31054926785942,0,0,23
2022-11-01,Travel_Antidiarrheal,17.31054926785942,0,0,23
2022-11-02,ORS_Solution,11.519905457749337,0,0,58
2022-11-02,Paracetamol_500mg,11.519905457749337,0,0,22
2022-11-02,Antibiotic_A,11.519905457749337,0,0,30
2022-11-02,Sunscreen,11.519905457749337,0,0,23
2022-11-02,Travel_Antidiarrheal,11.519905457749337,0,0,23
2022-11-03,ORS_Solution,15.706903073314301,0,0,55
2022-11-03,Paracetamol_500mg,15.706903073314301,0,0,43
2022-11-03,Antibiotic_A,15.706903073314301,0,0,23
2022-11-03,Sunscreen,15.706903073314301,0,0,20
2022-11-03,Travel_Antidiarrheal,15.706903073314301,0,0,20
2022-11-04,ORS_Solution,15.177572082859285,0,0,58
2022-11-04,Paracetamol_500mg,15.177572082859285,0,0,43
2022-11-04,Antibiotic_A,15.177572082859285,0,0,26
2022-11-04,Sunscreen,15.177572082859285,0,0,12
2022-11-04,Travel_Antidiarrheal,15.177572082859285,0,0,12
2022-11-05,ORS_Solution,8.94998659860631,1,0,60
2022-11-05,Paracetamol_500mg,8.94998659860631,1,0,38
2022-11-05,Antibiotic_A,8.94998659860631,1,0,24
2022-11-05,Sunscreen,8.94998659860631,1,0,25
2022-11-05,Travel_Antidiarrheal,8.94998659860631,1,0,25
2022-11-06,ORS_Solution,16.06149495566624,1,0,64
2022-11-06,Paracetamol_500mg,16.06149495566624,1,0,24
2022-11-06,Antibiotic_A,16.06149495566624,1,0,17
2022-11-06,Sunscreen,16.06149495566624,1,0,20
2022-11-06,Travel_Antidiarrheal,16.06149495566624,1,0,20
2022-11-07,ORS_Solution,12.6420314639394,0,0,59
2022-11-07,Paracetamol_500mg,12.6420314639394,0,0,31
2022-11-07,Antibiotic_A,12.6420314639394,0,0,27
2022-11-07,Sunscreen,12.6420314639394,0,0,22
2022-11-07,Travel_Antidiarrheal,12.6420314639394,0,0,22
2022-11-08,ORS_Solution,10.478408314932615,0,0,48
2022-11-08,Paracetamol_500mg,10.478408314932615,0,0,29
2022-11-08,Antibiotic_A,10.478408314932615,0,0,27
2022-11-08,Sunscreen,10.478408314932615,0,0,16
2022-11-08,Travel_Antidiarrheal,10.478408314932615,0,0,16
2022-11-09,ORS_Solution,16.254299337831984,0,0,67
2022-11-09,Paracetamol_500mg,16.254299337831984,0,0,31
2022-11-09,Antibiotic_A,16.254299337831984,0,0,28
2022-11-09,Sunscreen,16.254299337831984,0,0,21
2022-11-09,Travel_Antidiarrheal,16.254299337831984,0,0,21
2022-11-10,ORS_Solution,15.823092699550886,0,0,63
2022-11-10,Paracetamol_500mg,15.823092699550886,0,0,43
2022-11-10,Antibiotic_A,15.823092699550886,0,0,30
2022-11-10,Sunscreen,15.823092699550886,0,0,18
2022-11-10,Travel_Antidiarrheal,15.823092699550886,0,0,18
2022-11-11,ORS_Solution,12.236692433232353,0,0,59
2022-11-11,Paracetamol_500mg,12.236692433232353,0,0,38
2022-11-11,Antibiotic_A,12.236692433232353,0,0,25
2022-11-11,Sunscreen,12.236692433232353,0,0,18
2022-11-11,Travel_Antidiarrheal,12.236692433232353,0,0,18
2022-11-12,ORS_Solution,14.411671410679812,1,0,71
2022-11-12,Paracetamol_500mg,14.411671410679812,1,0,40
2022-11-12,Antibiotic_A,14.411671410679812,1,0,25
2022-11-12,Sunscreen,14.411671410679812,1,0,16
2022-11-12,Travel_Antidiarrheal,14.411671410679812,1,0,16
2022-11-13,ORS_Solution,12.056271201760653,1,0,70
2022-11-13,Paracetamol_500mg,12.056271201760653,1,0,31
2022-11-13,Antibiotic_A,12.056271201760653,1,0,24
2022-11-13,Sunscreen,12.056271201760653,1,0,16
2022-11-13,Travel_Antidiarrheal,12.056271201760653,1,0,16
2022-11-14,ORS_Solution,8.352427502842737,0,0,51
2022-11-14,Paracetamol_500mg,8.352427502842737,0,0,50
2022-11-14,Antibiotic_A,8.352427502842737,0,0,28
2022-11-14,Sunscreen,8.352427502842737,0,0,14
2022-11-14,Travel_Antidiarrheal,8.352427502842737,0,0,14
2022-11-15,ORS_Solution,12.480450709287215,0,0,54
2022-11-15,Paracetamol_500mg,12.480450709287215,0,0,44
2022-11-15,Antibiotic_A,12.480450709287215,0,0,28
2022-11-15,Sunscreen,12.480450709287215,0,0,22
2022-11-15,Travel_Antidiarrheal,12.480450709287215,0,0,22
2022-11-16,ORS_Solution,15.917061373777061,0,0,65
2022-11-16,Paracetamol_500mg,15.917061373777061,0,0,46
2022-11-16,Antibiotic_A,15.917061373777061,0,0,33
2022-11-16,Sunscreen,15.917061373777061,0,0,23
2022-11-16,Travel_Antidiarrheal,15.917061373777061,0,0,23
2022-11-17,ORS_Solution,12.24338428550636,0,0,52
2022-11-17,Paracetamol_500mg,12.24338428550636,0,0,42
2022-11-17,Antibiotic_A,12.24338428550636,0,0,33
2022-11-17,Sunscreen,12.24338428550636,0,0,29
2022-11-17,Travel_Antidiarrheal,12.24338428550636,0,0,29
2022-11-18,ORS_Solution,12.819472020885796,0,0,51
2022-11-18,Paracetamol_500mg,12.819472020885796,0,0,34
2022-11-18,Antibiotic_A,12.819472020885796,0,0,30
2022-11-18,Sunscreen,12.819472020885796,0,0,19
2022-11-18,Travel_Antidiarrheal,12.819472020885796,0,0,19
2022-11-19,ORS_Solution,10.6389046169784,1,0,61
2022-11-19,Paracetamol_500mg,10.6389046169784,1,0,41
2022-11-19,Antibiotic_A,10.6389046169784,1,0,27
2022-11-19,Sunscreen,10.6389046169784,1,0,14
2022-11-19,Travel_Antidiarrheal,10.6389046169784,1,0,14
2022-11-20,ORS_Solution,15.2941993913232,1,0,71
2022-11-20,Paracetamol_500mg,15.2941993913232,1,0,44
2022-11-20,Antibiotic_A,15.2941993913232,1,0,22
2022-11-20,Sunscreen,15.2941993913232,1,0,23
2022-11-20,Travel_Antidiarrheal,15.2941993913232,1,0,23
2022-11-21,ORS_Solution,10.593817553553032,0,0,54
2022-11-21,Paracetamol_500mg,10.593817553553032,0,0,48
2022-11-21,Antibiotic_A,10.593817553553032,0,0,30
2022-11-21,Sunscreen,10.593817553553032,0,0,15
2022-11-21,Travel_Antidiarrheal,10.593817553553032,0,0,15
2022-11-22,ORS_Solution,16.64900247492001,0,0,60
2022-11-22,Paracetamol_500mg,16.64900247492001,0,0,39
2022-11-22,Antibiotic_A,16.64900247492001,0,0,24
2022-11-22,Sunscreen,16.64900247492001,0,0,22
2022-11-22,Travel_Antidiarrheal,16.64900247492001,0,0,22
2022-11-23,ORS_Solution,12.839156812573892,0,0,56
2022-11-23,Paracetamol_500mg,12.839156812573892,0,0,30
2022-11-23,Antibiotic_A,12.839156812573892,0,0,36
2022-11-23,Sunscreen,12.839156812573892,0,0,16
2022-11-23,Travel_Antidiarrheal,12.839156812573892,0,0,16
2022-11-24,ORS_Solution,14.303463761922698,0,0,64
2022-11-24,Paracetamol_500mg,14.303463761922698,0,0,33
2022-11-24,Antibiotic_A,14.303463761922698,0,0,24
2022-11-24,Sunscreen,14.303463761922698,0,0,18
2022-11-24,Travel_Antidiarrheal,14.303463761922698,0,0,18
2022-11-25,ORS_Solution,14.113382690206725,0,0,57
2022-11-25,Paracetamol_500mg,14.113382690206725,0,0,42
2022-11-25,Antibiotic_A,14.113382690206725,0,0,32
2022-11-25,Sunscreen,14.113382690206725,0,0,26
2022-11-25,Travel_Antidiarrheal,14.113382690206725,0,0,26
2022-11-26,ORS_Solution,15.592482193886164,1,0,76
2022-11-26,Paracetamol_500mg,15.592482193886164,1,0,56
2022-11-26,Antibiotic_A,15.592482193886164,1,0,26
2022-11-26,Sunscreen,15.592482193886164,1,0,17
2022-11-26,Travel_Antidiarrheal,15.592482193886164,1,0,17
2022-11-27,ORS_Solution,15.882930099910146,1,0,72
2022-11-27,Paracetamol_500mg,15.882930099910146,1,0,38
2022-11-27,Antibiotic_A,15.882930099910146,1,0,33
2022-11-27,Sunscreen,15.882930099910146,1,0,17
2022-11-27,Travel_Antidiarrheal,15.882930099910146,1,0,17
2022-11-28,ORS_Solution,14.867043676528173,0,0,69
2022-11-28,Paracetamol_500mg,14.867043676528173,0,0,35
2022-11-28,Antibiotic_A,14.867043676528173,0,0,35
2022-11-28,Sunscreen,14.867043676528173,0,0,20
2022-11-28,Travel_Antidiarrheal,14.867043676528173,0,0,20
2022-11-29,ORS_Solution,16.78876999716121,0,0,70
2022-11-29,Paracetamol_500mg,16.78876999716121,0,0,34
2022-11-29,Antibiotic_A,16.78876999716121,0,0,26
2022-11-29,Sunscreen,16.78876999716121,0,0,29
2022-11-29,Travel_Antidiarrheal,16.78876999716121,0,0,29
2022-11-30,ORS_Solution,13.851348765855029,0,0,56
2022-11-30,Paracetamol_500mg,13.851348765855029,0,0,42
2022-11-30,Antibiotic_A,13.851348765855029,0,0,27
2022-11-30,Sunscreen,13.851348765855029,0,0,26
2022-11-30,Travel_Antidiarrheal,13.851348765855029,0,0,26
2022-12-01,ORS_Solution,16.755280681854902,0,0,66
2022-12-01,Paracetamol_500mg,16.755280681854902,0,0,40
2022-12-01,Antibiotic_A,16.755280681854902,0,0,29
2022-12-01,Sunscreen,16.755280681854902,0,0,11
2022-12-01,Travel_Antidiarrheal,16.755280681854902,0,0,11
2022-12-02,ORS_Solution,16.290257916380643,0,0,71
2022-12-02,Paracetamol_500mg,16.290257916380643,0,0,52
2022-12-02,Antibiotic_A,16.290257916380643,0,0,25
2022-12-02,Sunscreen,16.290257916380643,0,0,17
2022-12-02,Travel_Antidiarrheal,16.290257916380643,0,0,17
2022-12-03,ORS_Solution,15.754547259027742,1,0,67
2022-12-03,Paracetamol_500mg,15.754547259027742,1,0,42
2022-12-03,Antibiotic_A,15.754547259027742,1,0,31
2022-12-03,Sunscreen,15.754547259027742,1,0,15
2022-12-03,Travel_Antidiarrheal,15.754547259027742,1,0,15
2022-12-04,ORS_Solution,17.509723901373235,1,0,76
2022-12-04,Paracetamol_500mg,17.509723901373235,1,0,46
2022-12-04,Antibiotic_A,17.509723901373235,1,0,25
2022-12-04,Sunscreen,17.509723901373235,1,0,19
2022-12-04,Travel_Antidiarrheal,17.509723901373235,1,0,19
2022-12-05,ORS_Solution,15.260525212735002,0,0,56
2022-12-05,Paracetamol_500mg,15.260525212735002,0,0,34
2022-12-05,Antibiotic_A,15.260525212735002,0,0,24
2022-12-05,Sunscreen,15.260525212735002,0,0,18
2022-12-05,Travel_Antidiarrheal,15.260525212735002,0,0,18
2022-12-06,ORS_Solution,15.345069082135272,0,0,52
2022-12-06,Paracetamol_500mg,15.345069082135272,0,0,36
2022-12-06,Antibiotic_A,15.345069082135272,0,0,26
2022-12-06,Sunscreen,15.345069082135272,0,0,17
2022-12-06,Travel_Antidiarrheal,15.345069082135272,0,0,17
2022-12-07,ORS_Solution,18.723629702784017,0,0,61
2022-12-07,Paracetamol_500mg,18.723629702784017,0,0,44
2022-12-07,Antibiotic_A,18.723629702784017,0,0,24
2022-12-07,Sunscreen,18.723629702784017,0,0,10
2022-12-07,Travel_Antidiarrheal,18.723629702784017,0,0,10
2022-12-08,ORS_Solution,15.843157494392916,0,0,59
2022-12-08,Paracetamol_500mg,15.843157494392916,0,0,42
2022-12-08,Antibiotic_A,15.843157494392916,0,0,21
2022-12-08,Sunscreen,15.843157494392916,0,0,23
2022-12-08,Travel_Antidiarrheal,15.843157494392916,0,0,23
2022-12-09,ORS_Solution,14.609462073360543,0,0,59
2022-12-09,Paracetamol_500mg,14.609462073360543,0,0,47
2022-12-09,Antibiotic_A,14.609462073360543,0,0,23
2022-12-09,Sunscreen,14.609462073360543,0,0,28
2022-12-09,Travel_Antidiarrheal,14.609462073360543,0,0,28
2022-12-10,ORS_Solution,15.820753246000454,1,0,77
2022-12-10,Paracetamol_500mg,15.820753246000454,1,0,45
2022-12-10,Antibiotic_A,15.820753246000454,1,0,30
2022-12-10,Sunscreen,15.820753246000454,1,0,12
2022-12-10,Travel_Antidiarrheal,15.820753246000454,1,0,12
2022-12-11,ORS_Solution,16.519962102903925,1,0,81
2022-12-11,Paracetamol_500mg,16.519962102903925,1,0,36
2022-12-11,Antibiotic_A,16.519962102903925,1,0,33
2022-12-11,Sunscreen,16.519962102903925,1,0,18
2022-12-11,Travel_Antidiarrheal,16.519962102903925,1,0,18
2022-12-12,ORS_Solution,16.18762699052659,0,0,63
2022-12-12,Paracetamol_500mg,16.18762699052659,0,0,29
2022-12-12,Antibiotic_A,16.18762699052659,0,0,19
2022-12-12,Sunscreen,16.18762699052659,0,0,24
2022-12-12,Travel_Antidiarrheal,16.18762699052659,0,0,24
2022-12-13,ORS_Solution,15.166136973060212,0,0,62
2022-12-13,Paracetamol_500mg,15.166136973060212,0,0,35
2022-12-13,Antibiotic_A,15.166136973060212,0,0,22
2022-12-13,Sunscreen,15.166136973060212,0,0,17
2022-12-13,Travel_Antidiarrheal,15.166136973060212,0,0,17
2022-12-14,ORS_Solution,18.78184349475452,0,0,67
2022-12-14,Paracetamol_500mg,18.78184349475452,0,0,43
2022-12-14,Antibiotic_A,18.78184349475452,0,0,24
2022-12-14,Sunscreen,18.78184349475452,0,0,18
2022-12-14,Travel_Antidiarrheal,18.78184349475452,0,0,18
2022-12-15,ORS_Solution,19.639868841380366,0,0,70
2022-12-15,Paracetamol_500mg,19.639868841380366,0,0,44
2022-12-15,Antibiotic_A,19.639868841380366,0,0,22
2022-12-15,Sunscreen,19.639868841380366,0,0,18
2022-12-15,Travel_Antidiarrheal,19.639868841380366,0,0,18
2022-12-16,ORS_Solution,18.52430541912559,0,0,69
2022-12-16,Paracetamol_500mg,18.52430541912559,0,0,49
2022-12-16,Antibiotic_A,18.52430541912559,0,0,27
2022-12-16,Sunscreen,18.52430541912559,0,0,15
2022-12-16,Travel_Antidiarrheal,18.52430541912559,0,0,15
2022-12-17,ORS_Solution,15.740259590361308,1,0,68
2022-12-17,Paracetamol_500mg,15.740259590361308,1,0,39
2022-12-17,Antibiotic_A,15.740259590361308,1,0,31
2022-12-17,Sunscreen,15.740259590361308,1,0,29
2022-12-17,Travel_Antidiarrheal,15.740259590361308,1,0,29
2022-12-18,ORS_Solution,14.978779193646163,1,0,67
2022-12-18,Paracetamol_500mg,14.978779193646163,1,0,51
2022-12-18,Antibiotic_A,14.978779193646163,1,0,24
2022-12-18,Sunscreen,14.978779193646163,1,0,14
2022-12-18,Travel_Antidiarrheal,14.978779193646163,1,0,14
2022-12-19,ORS_Solution,22.769052300128074,0,0,76
2022-12-19,Paracetamol_500mg,22.769052300128074,0,0,44
2022-12-19,Antibiotic_A,22.769052300128074,0,0,41
2022-12-19,Sunscreen,22.769052300128074,0,0,9
2022-12-19,Travel_Antidiarrheal,22.769052300128074,0,0,9
2022-12-20,ORS_Solution,21.567126201089778,0,0,65
2022-12-20,Paracetamol_500mg,21.567126201089778,0,0,37
2022-12-20,Antibiotic_A,21.567126201089778,0,0,22
